ocid,id,tender.id,tender.procurementMethodDetails,tender.title,tender.procurementMethod,tender.status,tender.submissionMethodDetails,tender.bidDate,tender.openingDate,tender.procuringEntity.id,tender.procuringEntity.name,tender.tenderPeriod.endDate,tender.tenderPeriod.startDate,tender.description,buyer.id,buyer.name,tag,initiationType,date,tender.submissionMethod,tender.enquiryPeriod.endDate,parties,año
ocds-yfs5dr-516406,adjudicacion-516406,516406,Compra Directa,Compra Directa 120/2016,open,NA,Fecha de solicitud de prorroga: 2016-03-15T00:00:00Z;Fecha y hora de apertura: 2016-03-18T15:00:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-03-18T15:00:00Z,5-2,Contaduría General de la Nación,NA,NA,"LECHE, LIMÓN, DESINFECTANTE, SERVILLETAS, PILAS Y GUANTES DE USO DOMETICO",5-2,Contaduría General de la Nación,compiled,tender,2016-03-07T12:45:00Z,NA,NA,NA,2016
ocds-yfs5dr-517363,adjudicacion-517363,517363,Compra Directa,Compra Directa 1144/2015,open,NA,Fecha de solicitud de prorroga: 2016-03-15T00:00:00Z;Fecha y hora de apertura: 2016-03-18T15:00:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-03-18T15:00:00Z,1-1,Cámara de Senadores,NA,NA,Litros de leche 22.10.15 al 19.11.2015,1-1,Cámara de Senadores,compiled,tender,2016-03-11T13:35:00Z,NA,NA,NA,2016
ocds-yfs5dr-549816,adjudicacion-549816,549816,Compra Directa,Compra Directa 17/2016,open,NA,Fecha y hora de apertura: 2016-10-26T11:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega:  Av. San Martín 3235 Oficina de Licitaciones.;Fecha de solicitud de prorroga: 2016-10-19T00:00:00Z;Lugar de la apertura: Av. San Martín 3235 Oficina de Licitaciones., 2016-11-03T12:05:00Z, 2016-10-26T11:00:00Z,3-34,Dirección General de los Servicios,2016-10-17T11:00:00Z,2016-10-07T10:05:00Z,"Adquisición de Pan y Leche, para proveer dependencias en Localidad de Los Cerrillos (Canelones), según archivo adjunto.",3-34,Dirección General de los Servicios,compiled,tender,2016-10-17T11:20:00Z,NA,NA,NA,2016
ocds-yfs5dr-i234822,adjudicacion-i234822,i234822,Compra Directa,Compra Directa 65085/2016,open,NA,Fecha de solicitud de prorroga: 2016-09-08T00:00:00Z;Fecha y hora de apertura: 2016-09-13T13:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - 1ER. SUBSUELO - ALA SUR - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-08-31T12:30:00Z, 2016-08-31T12:30:00Z, 2016-09-13T13:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,Leche,53-1,Banco de Seguros del Estado,compiled,tender,2016-08-26T08:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-527895,adjudicacion-527895,527895,Compra Directa,Compra Directa 167/2016,open,NA,Fecha de solicitud de prorroga: 2016-06-03T00:00:00Z;Fecha y hora de apertura: 2016-06-08T15:00:00Z;Lugar de entrega: Elias Regules 5834;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-08T15:00:00Z,29-9,Servicio Nacional de Ortopedia y Traumatología,2016-05-25T11:00:00Z,2016-05-23T11:35:00Z,"PEDIDO DE VIVERES FRESCOS, ACELGA SEMI PROCESADA,YOGURT DIET DESCREMADO,LECHE FERMENTADA C/PROBIOTICO NATURAL,QUESO MAGRO,RICOTTA,PAN FRANCES,CATALAN,GALLETA MARINA,RAVIOLES DE RICOTTA,TALLARINES,BIFES DE MERLUZA,CARNES, MONDONGO FRESCO,PICADA MAGRA,POLLO ENTERO,SUPREMA Y BONDIOLA DE CERDO S/HUESO.COTIZAR SOLO ON LINE.",29-9,Servicio Nacional de Ortopedia y Traumatología,compiled,tender,2016-05-27T13:00:00Z,electronicSubmission,NA,NA,2016
ocds-yfs5dr-529794,adjudicacion-529794,529794,Compra Directa,Compra Directa 313/2016,open,NA,Fecha de solicitud de prorroga: 2016-06-03T00:00:00Z;Fecha y hora de apertura: 2016-06-08T15:00:00Z;Lugar de entrega: Elias Regules 5834;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-08T15:00:00Z,5-2,Contaduría General de la Nación,NA,NA,"leche, limon, edulcorante y detergente",5-2,Contaduría General de la Nación,compiled,tender,2016-06-02T10:55:00Z,NA,NA,NA,2016
ocds-yfs5dr-a233525,llamado-a233525,a233525,Licitación Pública,Licitación Pública 8/2016,open,active,Fecha de solicitud de prorroga: 2016-08-16T00:00:00Z;Fecha y hora de apertura: 2016-08-17T14:00:00Z;Lugar de entrega: Av. del Libertador 1409; piso 6º;Lugar de la apertura: Av. del Libertador 1409; piso 6º;Fecha y hora del inicio de una puja: 2016-07-11T12:10:00Z, 2016-07-11T12:10:00Z, 2016-08-17T14:00:00Z,NA,NA,2016-08-17T14:00:00Z,2016-07-28T09:45:00Z,Compra de Leche en Polvo y Larga Vida,NA,NA,compiled,tender,2016-07-28T09:45:00Z,NA,2016-08-16T00:00:00Z,NA,2016
ocds-yfs5dr-511966,adjudicacion-511966,511966,Compra Directa,Compra Directa 400025/2016,open,NA,Fecha de solicitud de prorroga: 2016-03-28T00:00:00Z;Fecha y hora de apertura: 2016-04-11T14:00:00Z;Lugar de entrega: CNO CARLOS MARIA DE PENA N?: 4579 ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-04-11T14:00:00Z,67-1,Adminstración Nacional de Correos,2016-02-12T10:00:00Z,2016-02-04T12:55:00Z,"Bolsa transparente 80 (reducido a 60) x 80 IMP:

TRANSPARENTE. 80 MICRONES.
IMPRESION EN REFLEX BLUE
DE TEXTO EN RECUADRO DE 15*15 CM. 
EN CENTRO DE UNO DE LOS LADOS.
PAQUETE DE 50 UNIDADES.

REQUIERE MUESTRA

Bolsa blanca 40 x 60:

BLANCO LECHE.   40 X 60 CM.   60 MICRONES. 
FONDO CONTINUO SIN SOLDADURA.
EN BOLSAS DE A 100 UNIDADES EN PAQUETES UNIFORMES DE 500 UNIDADES.
 
REQUIERE MUESTRA

(Ver pliego adjunto)         ",67-1,Adminstración Nacional de Correos,compiled,tender,2016-02-26T13:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-527339,adjudicacion-527339,527339,Compra Directa,Compra Directa 287/2016,open,NA,Fecha de solicitud de prorroga: 2016-06-03T00:00:00Z;Fecha y hora de apertura: 2016-06-07T11:00:00Z;Lugar de entrega: Braceras Nº277;Lugar de la apertura: San Martín 3235;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-07T11:00:00Z,1-1,Cámara de Senadores,NA,NA,"Litros de leche, período: 04.03 al 14.04.",1-1,Cámara de Senadores,compiled,tender,2016-05-19T10:45:00Z,NA,NA,NA,2016
ocds-yfs5dr-i229221,adjudicacion-i229221,i229221,Compra Directa,Compra Directa 312871/1/2016,open,NA,Fecha de solicitud de prorroga: 2016-07-04T00:00:00Z;Fecha y hora de apertura: 2016-07-07T12:00:00Z;Lugar de entrega: CARLOS ROXLO 1275; PISO 2; OFICINA 3;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-07-05T13:00:00Z, 2016-07-05T13:00:00Z, 2016-07-07T12:00:00Z,98-1,Intendencia de Montevideo,2016-04-29T18:00:00Z,2016-04-26T22:40:00Z,RACION PARA VACA LECHERA,98-1,Intendencia de Montevideo,compiled,tender,2016-06-21T22:40:00Z,NA,NA,NA,2016
ocds-yfs5dr-528336,adjudicacion-528336,528336,Compra Directa,Compra Directa 489/2016,open,NA,Fecha de solicitud de prorroga: 2016-06-16T00:00:00Z;Fecha y hora de apertura: 2016-06-21T11:00:00Z;Lugar de entrega: Rivera 708;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-21T11:00:00Z,11-1,Dirección General de Secretaría,2016-05-27T14:00:00Z,2016-05-25T10:05:00Z,"1 SERVICIO PERMANENTE DE CAFE, JUGO DE NARANJA, LECHE, AGUA, BOCADOS DULCES Y SALADOS PARA 35 PERSONAS SIN MOZO. DEBE ESTAR SERVIDO A LAS 8:00 Y PERMANECER HASTA LAS 12:00. PARA EL 24/06/16.- POR CONSULTAS LLAMAR AL 2915-0103 INT. 1550 HABLAR CON MONICA ALVAREZ.-",11-1,Dirección General de Secretaría,compiled,tender,2016-06-08T18:20:00Z,NA,NA,NA,2016
ocds-yfs5dr-553553,adjudicacion-553553,553553,Compra Directa,Compra Directa 105/2016,open,NA,Fecha y hora de apertura: 2016-11-14T13:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Fecha de solicitud de prorroga: 2016-11-09T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE, 2016-11-03T12:05:00Z, 2016-11-14T13:00:00Z,29-34,Centro Auxiliar de Bella Unión,2016-11-03T11:00:00Z,2016-10-31T11:30:00Z,EXTRACTOR DE LECHE MANUAL,29-34,Centro Auxiliar de Bella Unión,compiled,tender,2016-11-08T10:05:00Z,NA,NA,NA,2016
ocds-yfs5dr-i230097,adjudicacion-i230097,i230097,Compra Directa,Compra Directa 62614/2016,open,NA,Fecha de solicitud de prorroga: 2016-05-20T00:00:00Z;Fecha y hora de apertura: 2016-05-27T11:00:00Z;Lugar de entrega: CNO FELIPE CARDOSO N?: 3220 ;Lugar de la apertura: SAN MARTIN 3235;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-05-27T11:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,LECHE},53-1,Banco de Seguros del Estado,compiled,tender,2016-05-13T08:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-521187,llamado-521187,521187,Compra Directa,Compra Directa 350/2016,open,active,Fecha de solicitud de prorroga: 2016-04-05T00:00:00Z;Fecha y hora de apertura: 2016-04-11T14:00:00Z;Lugar de entrega: COMPRAS CHPR;Lugar de la apertura: SALA DE APERTURAS :UTE Palacio de la Luz;Paraguay 2431 Planta Baja;Montevideo - Uruguay.;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-04-11T14:00:00Z,29-4,Centro Hospitalario  Pereira Rossell,2016-04-13T14:30:00Z,2016-04-11T14:10:00Z,ESCURRIDOR PARA BANCO DE LECHE,29-4,Centro Hospitalario  Pereira Rossell,compiled,tender,2016-04-11T14:10:00Z,NA,NA,NA,2016
ocds-yfs5dr-i231362,adjudicacion-i231362,i231362,Compra Directa,Compra Directa 63328/2016,open,NA,Fecha de solicitud de prorroga: 2016-06-16T00:00:00Z;Fecha y hora de apertura: 2016-06-21T11:00:00Z;Lugar de entrega: Rivera 708;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-21T11:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,leche,53-1,Banco de Seguros del Estado,compiled,tender,2016-06-10T08:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-526608,adjudicacion-526608,526608,Compra Directa,Compra Directa 2023/2016,open,NA,Fecha de solicitud de prorroga: 2016-05-20T00:00:00Z;Fecha y hora de apertura: 2016-05-27T11:00:00Z;Lugar de entrega: CNO FELIPE CARDOSO N?: 3220 ;Lugar de la apertura: SAN MARTIN 3235;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-05-27T11:00:00Z,67-1,Adminstración Nacional de Correos,NA,NA,Adquisición de cajones plásticos tipo lechero. ,67-1,Adminstración Nacional de Correos,compiled,tender,2016-05-13T10:30:00Z,NA,NA,NA,2016
ocds-yfs5dr-i239743,adjudicacion-i239743,i239743,Compra Directa,Compra Directa 67420/2016,open,NA,Fecha y hora de apertura: 2016-12-07T14:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Fecha de solicitud de prorroga: 2016-12-07T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE, 2016-11-03T12:05:00Z, 2016-12-07T14:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,leche,53-1,Banco de Seguros del Estado,compiled,tender,2016-11-25T08:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-522182,adjudicacion-522182,522182,Compra Directa,Compra Directa 138/2016,open,NA,"Fecha de solicitud de prorroga: 2016-04-28T00:00:00Z;Fecha y hora de apertura: 2016-05-05T11:00:00Z;Lugar de entrega: CNO FELIPE CARDOSO N?: 3220 ;Lugar de la apertura: MESA DE LICITACIONES PLANTA BAJA SECTOR ""B"" EDIFICIO COMUNAL; ACUÑA DE FIGUEROA Y BURNET;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z", 2015-12-17T11:40:00Z, 2016-05-05T11:00:00Z,1-1,Cámara de Senadores,NA,NA,Litros de leche por 17 dic. 2015 al 26 feb 2015,1-1,Cámara de Senadores,compiled,tender,2016-04-15T14:15:00Z,NA,NA,NA,2016
ocds-yfs5dr-553701,llamado-553701,553701,Compra por Excepción,Compra por Excepción 12/2016,direct,NA,Fecha y hora de apertura: 2016-11-08T14:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: SAN SALVADOR 1674 OFICINA 22;Fecha de solicitud de prorroga: 2016-11-03T00:00:00Z;Lugar de la apertura: Of.Centrales-1er.Piso-Sala Lic, 2016-11-03T12:05:00Z, 2016-11-08T14:00:00Z,25-4,Consejo de Educación Técnico-Profesional,2016-11-08T16:00:00Z,2016-10-31T16:20:00Z,"El Departamento de Compras realizara la Compra Directa por Excepción N°12/2016 para la Adquisición de insumos para la Escuela Superior de Lecheria Colonia Suiza . La recepción de ofertas será  hasta el día 08/11/2016 en el Departamento de Compras, cito en la calle San Salvador 1674 oficina 22 HASTA LAS 16 HORAS.",25-4,Consejo de Educación Técnico-Profesional,compiled,tender,2016-10-31T16:20:00Z,NA,NA,NA,2016
ocds-yfs5dr-511752,adjudicacion-511752,511752,Compra Directa,Compra Directa 56/2016,open,NA,Fecha de solicitud de prorroga: 2016-02-05T00:00:00Z;Fecha y hora de apertura: 2016-02-11T11:00:00Z;Lugar de entrega: CERRO LARGO 823;Lugar de la apertura: Sección Compras;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-02-11T11:00:00Z,5-2,Contaduría General de la Nación,NA,NA,"leche, detergente, edulcorante, separadores",5-2,Contaduría General de la Nación,compiled,tender,2016-02-03T10:05:00Z,NA,NA,NA,2016
ocds-yfs5dr-525551,llamado-525551,525551,Compra Directa,Compra Directa 473/2016,open,active,Fecha de solicitud de prorroga: 2016-05-05T00:00:00Z;Fecha y hora de apertura: 2016-06-01T10:00:00Z;Lugar de entrega: COMPRAS;Lugar de la apertura: DPTO. DE COMPRAS;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-01T10:00:00Z,29-4,Centro Hospitalario  Pereira Rossell,2016-05-10T14:30:00Z,2016-05-06T11:55:00Z,"3 ESCURRIDORES PARA BANCO DE LECHE , ",29-4,Centro Hospitalario  Pereira Rossell,compiled,tender,2016-05-06T11:55:00Z,NA,NA,NA,2016
ocds-yfs5dr-538189,adjudicacion-538189,538189,Licitación Abreviada,Licitación Abreviada 5032/2016,open,NA,Fecha de solicitud de prorroga: 2016-09-29T00:00:00Z;Fecha y hora de apertura: 2016-10-04T11:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PISO 7 - SECTOR EJIDO ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-10-05T10:05:00Z, 2016-10-05T10:05:00Z, 2016-10-04T11:00:00Z,25-1,Consejo Directivo Central,2016-08-16T14:00:00Z,2016-07-28T15:25:00Z,"DEMOLICION PARCIAL ESCUELA DE LECHERIA COLONIA SUIZA, DEPTO DE COLONIA
VER ESPECIFICACIONES EN ARCHIVOS ADJUNTOS

FIGURA COMO LA POR LIMITES DE PAGINA DE COMPRAS, ES UNA CP",25-1,Consejo Directivo Central,compiled,tender,2016-09-21T15:35:00Z,NA,2016-08-09T00:00:00Z,NA,2016
ocds-yfs5dr-501942,adjudicacion-501942,501942,Licitación Abreviada,Licitación Abreviada 11/2015,open,NA,Fecha de solicitud de prorroga: 2016-03-04T00:00:00Z;Fecha y hora de apertura: 2016-03-09T13:00:00Z;Lugar de entrega: HAITI N?: 1600  ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-03-09T13:00:00Z,29-20,Centro Departamental de Flores,NA,NA,SUMINISTRO DE LECHE ENTERA PASTEURIZADA PARA HOSPITAL DE FLORES Y HOGAR DE ANCIANOS DE TRINIDAD.,29-20,Centro Departamental de Flores,compiled,tender,2016-02-22T14:01:00Z,NA,NA,NA,2016
ocds-yfs5dr-596969,llamado-596969,596969,Compra Directa,Compra Directa 437/2017,open,active,Fecha y hora de apertura: 2017-08-10T10:00:00Z;Fecha y hora del inicio de una puja: 2017-08-15T12:30:00Z;Lugar de entrega: Oficina de Compras del Centro Hospitalario de Maldonado;Fecha de solicitud de prorroga: 2017-08-07T00:00:00Z;Lugar de la apertura: OFICNA DE LIC. Y COMPRAS, 2017-08-15T12:30:00Z, 2017-08-10T10:00:00Z,29-102,Centro Hospitalario Maldonado-San Carlos,2017-07-28T09:00:00Z,2017-07-26T11:40:00Z,Heladera Isotérmica de 50 litros (si es posible con ruedas) para traslado de leche materna.  ,29-102,Centro Hospitalario Maldonado-San Carlos,compiled,tender,2017-07-26T11:40:00Z,NA,NA,NA,2017
ocds-yfs5dr-626334,adjudicacion-626334,626334,Compra Directa,Compra Directa 315/2017,open,NA,Fecha y hora de apertura: 2018-01-15T11:00:00Z;Fecha y hora del inicio de una puja: 2017-11-17T15:10:00Z;Lugar de entrega: TreintayTres185Canelone;Fecha de solicitud de prorroga: 2018-01-10T00:00:00Z;Lugar de la apertura: SALA DE APERTURAS :UTE Palacio de la Luz;Paraguay 2431 Planta Baja;Montevideo - Uruguay., 2017-11-17T15:10:00Z, 2018-01-15T11:00:00Z,29-40,Centro Auxiliar de Young,NA,NA,compra leche dic/2017,29-40,Centro Auxiliar de Young,compiled,tender,2017-12-29T12:00:00Z,NA,NA,NA,2017
ocds-yfs5dr-617267,llamado-617267,617267,Compra Directa,Compra Directa 149/2017,open,active,Fecha y hora de apertura: 2017-11-20T16:00:00Z;Fecha y hora del inicio de una puja: 2017-11-24T11:00:00Z;Lugar de entrega: Ituzaingó 1474 primer piso; Sección Adquisiciones.;Fecha de solicitud de prorroga: 2017-11-17T00:00:00Z;Lugar de la apertura: Intendencia de Durazno, 2017-11-24T11:00:00Z, 2017-11-20T16:00:00Z,29-10,Instituto Nal.de Reumatalogía Prof.Dr. Moisés Mizraji,2017-11-16T15:45:00Z,2017-11-14T15:40:00Z,ALIMENTOS. DULCE DE LECHE Y COCOA.,29-10,Instituto Nal.de Reumatalogía Prof.Dr. Moisés Mizraji,compiled,tender,2017-11-14T15:40:00Z,electronicSubmission,NA,NA,2017
ocds-yfs5dr-i254147,llamado-i254147,i254147,Compra Directa,Compra Directa 334125/1/2017,open,cancelled,Fecha y hora de apertura: 2017-09-21T10:00:00Z;Fecha y hora del inicio de una puja: 2017-09-28T12:30:00Z;Lugar de entrega: AV LUIS BATLLE BERRES N?: 9920  ;Fecha de solicitud de prorroga: 2017-09-18T00:00:00Z;Lugar de la apertura: SALA DE APERTURAS :UTE Palacio de la Luz;Paraguay 2431 Planta Baja;Montevideo - Uruguay., 2017-09-28T12:30:00Z, 2017-09-21T10:00:00Z,98-1,Intendencia de Montevideo,2017-09-22T18:00:00Z,2017-09-19T22:40:00Z,"RACION PARA VACA LECHERA, RACION",98-1,Intendencia de Montevideo,compiled,tender,2017-09-19T22:40:00Z,NA,NA,NA,2017
ocds-yfs5dr-609861,llamado-609861,609861,Compra Directa,Compra Directa 9/2017,open,NA,Fecha y hora de apertura: 2017-10-04T11:00:00Z;Fecha y hora del inicio de una puja: 2017-09-28T12:30:00Z;Lugar de entrega: POCHO FERNANDEZ N° 410 FLORIDA;Fecha de solicitud de prorroga: 2017-09-29T00:00:00Z;Lugar de la apertura: Plaza Independencia 822 Piso 10 Montevideo Uruguay, 2017-09-28T12:30:00Z, 2017-10-04T11:00:00Z,29-58,Red de Atención Primaria de Florida,2017-10-23T10:45:00Z,2017-10-05T10:30:00Z,LA RED DE ATENCIÓN PRIMARIA DE FLORIDA A.S.S.E  LLAMA A COTIZACIÓN DE PRECIO PARA EL SUMINISTRO DE LECHE PASTEURIZADA ENTERA ,29-58,Red de Atención Primaria de Florida,compiled,tender,2017-10-05T10:30:00Z,NA,NA,NA,2017
ocds-yfs5dr-597985,adjudicacion-597985,597985,Compra Directa,Compra Directa 440/2017,open,NA,Fecha y hora de apertura: 2017-08-22T11:00:00Z;Fecha y hora del inicio de una puja: 2017-08-15T12:30:00Z;Lugar de entrega: PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Fecha de solicitud de prorroga: 2017-08-17T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE, 2017-08-15T12:30:00Z, 2017-08-22T11:00:00Z,1-1,Cámara de Senadores,NA,NA,Leche por el período comprendido entre el 18 de mayo y el 15 de junio de 2017.,1-1,Cámara de Senadores,compiled,tender,2017-08-01T11:15:00Z,NA,NA,NA,2017
ocds-yfs5dr-626367,adjudicacion-626367,626367,Compra Directa,Compra Directa 66/2017,open,NA,Fecha y hora de apertura: 2018-01-15T11:00:00Z;Fecha y hora del inicio de una puja: 2017-11-17T15:10:00Z;Lugar de entrega: TreintayTres185Canelone;Fecha de solicitud de prorroga: 2018-01-10T00:00:00Z;Lugar de la apertura: SALA DE APERTURAS :UTE Palacio de la Luz;Paraguay 2431 Planta Baja;Montevideo - Uruguay., 2017-11-17T15:10:00Z, 2018-01-15T11:00:00Z,3-34,Dirección General de los Servicios,NA,NA,Adquisición de pan y leche fresca,3-34,Dirección General de los Servicios,compiled,tender,2017-12-29T11:40:00Z,NA,NA,NA,2017
ocds-yfs5dr-i253464,adjudicacion-i253464,i253464,Compra Directa,Compra Directa 333446/1/2017,open,NA,Fecha y hora de apertura: 2017-12-29T12:00:00Z;Fecha y hora del inicio de una puja: 2017-11-17T15:10:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Fecha de solicitud de prorroga: 2017-12-26T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE, 2017-11-17T15:10:00Z, 2017-12-29T12:00:00Z,98-1,Intendencia de Montevideo,2017-09-11T18:00:00Z,2017-09-06T22:40:00Z,"RACION PARA VACA LECHERA, RACION",98-1,Intendencia de Montevideo,compiled,tender,2017-12-20T22:40:00Z,NA,NA,NA,2017
ocds-yfs5dr-574017,adjudicacion-574017,574017,Compra Directa,Compra Directa 10021/2017,open,NA,Fecha y hora de apertura: 2017-03-27T14:00:00Z;Fecha y hora del inicio de una puja: 2017-03-17T10:25:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Fecha de solicitud de prorroga: 2017-03-13T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE, 2017-03-17T10:25:00Z, 2017-03-27T14:00:00Z,24-2,Presidencia de la República,2017-03-10T14:30:00Z,2017-03-08T14:00:00Z,"2 Servicios de coffee break (té, café, jugo de naranja, leche, bocados salados y dulces) y 2 servicios de lunch para 40 personas (sandwiches de jamón y queso  y masas, refresco y agua mineral), vajilla y mozo (para ambos servicios) para el 16/03/17 y 30/03/17 en ciudad de SALTO
1 Servicio de coffee break (té, café, jugo de naranja, leche, bocados salados y dulces) y lunch para 40 personas (sandwiches de jamón y queso y masas, refresco  y agua mineral), vajilla y mozo (para ambos servicios) para jornada a realizarse  el 22/03/17 en Salón de la Casa de Gobierno en ciudad de ARTIGAS
",24-2,Presidencia de la República,compiled,tender,2017-03-14T16:25:00Z,NA,NA,NA,2017
ocds-yfs5dr-597937,adjudicacion-597937,597937,Compra Directa,Compra Directa 217131/2017,open,NA,Fecha y hora de apertura: 2017-09-05T12:00:00Z;Fecha y hora del inicio de una puja: 2017-08-29T14:05:00Z;Lugar de entrega: Zona Oeste; Camino Colman s/nº entre Manuel Rose y Avenida Garzón.;Fecha de solicitud de prorroga: 2017-08-31T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE, 2017-08-29T14:05:00Z, 2017-09-05T12:00:00Z,8-2,Dirección Nacional de Industrias,2017-08-08T10:00:00Z,2017-08-01T09:20:00Z,EXTRACTOR DE LECHE MATERNA,8-2,Dirección Nacional de Industrias,compiled,tender,2017-08-24T13:35:00Z,electronicSubmission,NA,NA,2017
